	sales_name	gstin	26as_name	tan
944	greenlam industries limited	02AAFCG2966D1ZY	greenlam industries limited	PTLG17438B
945	greenlam industries limited	08AAFCG2966D1ZM	greenlam industries limited	PTLG17438B
946	green overseas	08AAGFG4970R1ZM	green overseas	DELG09320D
947	green planet bio products	03AAGFG0167N1ZF	green planet bio products	JLDM03362C
948	green power international pvt ltd	07AABCG8829R1ZT	green power international pvt ltd	DELG06580A
949	groz net industries	06AAAFG8454E1ZK	groz net industries	DELG03307D
950	grupo antolin india private limited	27AAACA6730G1ZX	grupo antolin india private limited	PNEA01777G
951	gsa industries	03AAPFG0689N1ZV	gsa industries	PTLG19506E
952	g s auto international ltd	03AAACG6090R1Z9	gs auto international ltd	JLDG02517E
953	gs auto international ltd	20AAACG6090R1ZD	gs auto international ltd	JLDG02517E
954	gtn enterprises limited	33AACCG3607J1ZV	gtn enterprises limited	CHNG00793C
955	gujarat enterprises	27AAMFM4077H2ZW	gujarat enterprise	AHMG02387A
956	gujarat flurochemicals limited	24AAFCI0903C1ZB	gujarat fluorochemicals limited	BRDI01194E
957	gujrat enterprise	24AAMFM4077H1Z3	gujarat enterprise	AHMG02387A
958	hab pharmaceuticals research limited	27AAACH4224N1ZI	hab pharmaceuticals research limited	PNEH04721D
959	haiko logistics india private limited	27AABCH5242H3ZO	haiko logistics india private limited	DELH05396G
960	halogens	24AAAFH9119B1ZV	halogens	BRDH00432F
961	hamidi export	03AABFH5026L1ZN	hamidi exports	JLDH00671G
962	hamidi exports	03AABFH5026L1ZN	hamidi exports	JLDH00671G
963	hanaro logistics private limited	27AAFCK0273R1Z1	hanaro logistics private limited	RTKH05983F
964	hanuchem laboratores	02AADFH7704H1ZR	hanuchem laboratories	MUMH09537D
965	hanuchem laboratories	02AADFH7704H1ZR	hanuchem laboratories	MUMH09537D
966	hanuchem laboratries	02AADFH7704H1ZR	hanuchem laboratories	MUMH09537D
967	hanwant fastners pvt ltd	06AAACH3434Q1ZE	hanwant fasteners pvt ltd	RTKH01652A
968	happy forgings limited	03AAACH4369J1ZM	happy forgings limited	JLDH00525A
969	hari ram gulab rai	07AAAFH3316A1Z6	hari ram gulab rai	DELH00972G
970	harisons steel limited	27AAACH8891D1ZE	harisons steel limited	MUMH07696D
971	harita nti limited	33AAACH7991L1Z5	harita nti limited	CHEH02206B
972	haritanti limited	33AAACH7991L1Z5	harita nti limited	CHEH02206B
973	harshavardhan laboratories pvt ltd	23AABCH1269C1Z5	harsvardhan laboratories pvt ltd	BPLH00297D
974	harshvardhans laboratories pvt ltd	23AABCH1269C1Z5	harsvardhan laboratories pvt ltd	BPLH00297D
975	harsoria healthcare pvt ltd	02AABCH1354C1ZF	harsoria healthcare pvt ltd	RTKH02157B
976	harsoria healthcare pvt ltd	06AABCH1354C1Z7	harsoria healthcare pvt ltd	RTKH02157B
977	hawaban harde depot	23AABFH9578H1Z5	hawaban harde depot	BPLH00268C
978	hawco petrofer llp	01AAGFH9957D1ZF	hawco petrofer llp	MUMH14351B
979	hbl power systems limited	36AAACH8421K1ZI	hbl power systems limited	HYDH00591D
980	hbr packaging	27AAAFH2042P1ZC	hbr packaging	PNEH04507G
981	hc logistics services llp	07AAJFH2176H2ZA	hc logistics services llp	DELH10386F
982	health food product pvt ltd	21AAACH4347N1ZM	health food product pvt ltd	BBNH00072C
983	heg limited	23AAACH6184K1ZH	heg limited	BPLH00279G
984	helious specialty gases private limited	24AAECH4083M1ZD	helious specialty gases private limited	DELH12816G
985	hemlon synthetics pvt ltd	24AAACH4749L1ZE	hemlon synthetics pvt ltd	AHMH00292F
986	hemsons engineers	06AAAFH8621A1ZY	hemsons engineers	RTKH01998D
987	herbalife international india pvt ltd	01AAACH8025R1ZH	herbalife international india pvt ltd	BLRH00659B
988	herbalife international india pvt ltd	02AAACH8025R2ZE	herbalife international india pvt ltd	BLRH00659B
989	herbalife international india pvt ltd	03AAACH8025R1ZD	herbalife international india pvt ltd	BLRH00659B
990	herbalife international india pvt ltd	05AAACH8025R1Z9	herbalife international india pvt ltd	BLRH00659B
991	herbalife international india pvt ltd	06AAACH8025R1Z7	herbalife international india pvt ltd	BLRH00659B
992	herbalife international india pvt ltd	07AAACH8025R1Z5	herbalife international india pvt ltd	BLRH00659B
993	herbalife international india pvt ltd	08AAACH8025R1Z3	herbalife international india pvt ltd	BLRH00659B
994	herbalife international india pvt ltd	09AAACH8025R1Z1	herbalife international india pvt ltd	BLRH00659B
995	herbalife international india pvt ltd	10AAACH8025R2ZH	herbalife international india pvt ltd	BLRH00659B
996	herbalife international india pvt ltd	18AAACH8025R1Z2	herbalife international india pvt ltd	BLRH00659B
997	herbalife international india pvt ltd	19AAACH8025R1Z0	herbalife international india pvt ltd	BLRH00659B
998	herbalife international india pvt ltd	20AAACH8025R1ZH	herbalife international india pvt ltd	BLRH00659B
999	herbalife international india pvt ltd	21AAACH8025R1ZF	herbalife international india pvt ltd	BLRH00659B
1000	herbalife international india pvt ltd	22AAACH8025R1ZD	herbalife international india pvt ltd	BLRH00659B
1001	herbalife international india pvt ltd	23AAACH8025R1ZB	herbalife international india pvt ltd	BLRH00659B
1002	herbalife international india pvt ltd	24AAACH8025R1Z9	herbalife international india pvt ltd	BLRH00659B
1003	herbalife international india pvt ltd	27AAACH8025R1Z3	herbalife international india pvt ltd	BLRH00659B
1004	herbalife international india pvt ltd	29AAACH8025R1ZZ	herbalife international india pvt ltd	BLRH00659B
1005	herbalife international india pvt ltd	30AAACH8025R1ZG	herbalife international india pvt ltd	BLRH00659B
1006	herbalife international india pvt ltd	33AAACH8025R1ZA	herbalife international india pvt ltd	BLRH00659B
1007	herbalife international india pvt ltd	36AAACH8025R1Z4	herbalife international india pvt ltd	BLRH00659B
1008	herbalife international india pvt ltd	37AAACH8025R1Z2	herbalife international india pvt ltd	BLRH00659B
1009	heritage	33AAIFH5655A1ZP	heritage	CHEH06477C
1010	heritage foods limited	36AAACH2778K1ZA	heritage foods limited	HYDH00358B
1011	hester biosciences limited	19AAACH2863B1ZV	hester biosciences limited	AHMH00083G
1012	hetero labs limited	02AAACH5506R1ZJ	hetero labs limited	HYDP00777A
1013	hetpan overseas llp	27AABFH7011D1ZX	hetpan overseas llp	MUMH07089F
1014	h h industries	01AAFFH4863H1ZL	h h industries	DELH07228E
1015	higlance laboratories pvt ltd	09AABCH2836H1ZM	hi glance laboratories pvt ltd	DELH04242A
1016	hilite industries pvt ltd	09AAACH5295H1ZC	hilite industries pvt ltd	MRTH00078B
1017	hilton hyman healthcare	18AAIFH1326C1ZT	hilton hyman healthcare	SHLH01182G
1018	hilux auto electric pvt ltd	06AABCH1438D1Z4	hilux auto electric pvt ltd	DELH03608D
1019	hilux auto electric pvt ltd	07AABCH1438D1Z2	hilux auto electric pvt ltd	DELH03608D
1020	hind rectifiers limited	05AAACH1781Q1ZA	hind rectifiers limited	MUMH07353D
1021	hind rectifiers limited	27AAACH1781Q1Z4	hind rectifiers limited	MUMH07353D
1022	hindustan adhesives ltd	05AAACH1276N2ZH	hindustan adhesives ltd	DELH00730C
1023	hindustan adhesives ltd	09AAACH1276N1ZA	hindustan adhesives ltd	DELH00730C
1024	hindustan adhesives ltd	24AAACH1276N1ZI	hindustan adhesives ltd	DELH00730C
1025	hindustan aqua private limited	21AAACH3298J1ZM	hindustan aqua private limited	DELH03351F
1026	hindustan composites limited	27AAACH0973N1ZA	hindustan composites limited	MUMH07342G
1027	hindustan foods limited	01AAACH4581J1ZS	hindustan foods limited	BLRH01963D
1028	hindustan pencils pvt ltd	10AAACH0401R1Z2	hindustan pencils pvt ltd	MUMH02917F
1029	hindustan pencils pvt ltd	19AAACH0401R1ZK	hindustan pencils pvt ltd	MUMH02917F
1030	hindustan pencils pvt ltd	20AAACH0401R1Z1	hindustan pencils pvt ltd	MUMH02917F
1031	hindustan petroleum corporation ltd	05AAACH1118B1ZI	hindustan petroleum corporation ltd	MUMH07057B
1032	hindustan petroleum corporation ltd	24AAACH1118B1ZI	hindustan petroleum corporation ltd	MUMH07057B
1033	hi power electrical industries	36AACFH8217J1ZA	hi power electrical industries	HYDH00744C
1034	hitachi astemo brake systems india private limited	06AABCF7965P1ZX	hitachi astemo brake systems india private limited	PNEF01495E
1035	hitachi astemo fie private limited	02AABCK2407R1ZL	hitachi astemo fie private limited	PNEK05234F
1036	hitachi astemo fie private limited	05AABCK2407R1ZF	hitachi astemo fie private limited	PNEK05234F
1037	hitachi astemo fie private limited	06AABCK2407R1ZD	hitachi astemo fie private limited	PNEK05234F
1038	hitachi astemo fie private limited	08AABCK2407R1Z9	hitachi astemo fie private limited	PNEK05234F
1039	hitachi astemo fie private limited	24AABCK2407R1ZF	hitachi astemo fie private limited	PNEK05234F
1040	hitachi astemo fie private limited	27AABCK2407R1Z9	hitachi astemo fie private limited	PNEK05234F
1041	hitachi astemo fie private limited	29AABCK2407R1Z5	hitachi astemo fie private limited	PNEK05234F
1042	hitachi astemo fie private limited	33AABCK2407R1ZG	hitachi astemo fie private limited	PNEK05234F
1043	hi tech accurate communication pvt ltd	09AABCH0096F2ZP	hitech accurate communication pvt ltd	DELH02858C
1044	hitech accurate coomunication pvt ltd	09AABCH0096F2ZP	hitech accurate communication pvt ltd	DELH02858C
1045	hi tech ceramic industries	24AAEFH5600D1Z1	hitech ceramic industries	RKTH00866F
1046	hitech chemicals pvt ltd	20AAACH4271K3ZT	hitech chemicals pvtltd	RCHH00100C
1047	hitech corporation limited	26AAACH5161N1ZE	hitech corporation limited	MUMH12662G
1048	hitechno machines	06AADFH5136K1ZE	hitechno machines	RTKH02165C
1049	h m spices	27AAHFH0598K1ZY	h m spices	MUMH19687D
1050	holostik india limited	09AAACH0239F1ZY	holostik india limited	DELH01752C
1051	home needs	07AAFFH8033D1ZN	home needs	DELH08230F
1052	honda trading corporation india pvt ltd	24AABCH5556J1ZI	honda trading corporation india pvt ltd	DELH05077C
1053	honda trading corporation india pvt ltd	29AABCH5556J1Z8	honda trading corporation india pvt ltd	DELH05077C
1054	honour lab limited	27AACCH8413M1ZB	honour lab limited	HYDH03356D
1055	horiaki india private limited	33AAACH9339N1Z7	horiaki india private limited	CHEH02433E
1056	horizon bioceuticals pvt ltd	06AABCH3880M1ZB	horizon bioceuticals pvt ltd	RTKH02619B
1057	horizone bioceuticals pvt ltd	02AABCH3880M2ZI	horizon bioceuticals pvt ltd	RTKH02619B
1058	horizon industrial products pvt ltd	07AAACH0808A1ZD	horizon industrial products p ltd	DELH03763E
1059	hosco private limited	19AABCH9266R1ZM	hosco private limited	CALH04217D
1060	house 2 home inc	07AASPD7164N2Z1	house 2 home inc	DELH05959C
1061	hsil limited	05AAACH7564H2ZJ	hsil limited	HYDA03445B
1062	hsil limited	08AAACH7564H1ZE	hsil limited	HYDA03445B
1063	hsl sales india	09AACFH3041C1ZY	hsl sales india	LKNH05009E
1064	htl limited	33AAACH5516P1ZG	htl limited	CHEH00263E
1065	huhtamaki india limited	02AAACT0086E1ZX	huhtamaki india limited	MUMT09909E
1066	huhtamaki india limited	11AAACT0086E1ZY	huhtamaki india limited	MUMT09909E
1067	huhtamaki india limited	26AAACT0086E2ZM	huhtamaki india limited	MUMT09909E
1068	humboldt wedag india private limited	06AAACH7474G1ZJ	humboldt wedag india private limited	DELH03579C
1069	hyco enterprises	06AABFH7461B1ZR	hyco enterprises	DELH02566E
1070	hyco enterprrises	06AABFH7461B1ZR	hyco enterprises	DELH02566E
1071	hydac india pvt ltd	33AAACH2910B1ZH	hydac india pvt ltd	MUMH07167G
1072	hydac india pvt ltd	27AAACH2910B1ZA	hydac india pvt ltd	MUMH07167G
1073	hydac india pvt ltd	33AAACH2910B1ZH	hydac india pvt ltd	MUMH07167G
1074	hydrochem products india pvt ltd	19AAACH6403K1ZK	hydrochem products india pvt ltd	CALH01292E
1075	hydrochem products india pvt ltd	20AAACH6403K1Z1	hydrochem products india pvt ltd	CALH01292E
1076	hydrokrimp a c pvt ltd	20AAACH6296A1Z3	hydrokrimp a c pvt ltd	CALH00227D
1077	hydrokrimp ac pvt ltd	20AAACH6296A1Z3	hydrokrimp a c pvt ltd	CALH00227D
1078	iatric bio sciences llp	05AAHFI1252P1Z8	iatric biosciences llp	MRTI02422A
1079	ibex engineering private limited	29AAACI8365B1ZK	ibex engineering private limited	BLRI00940C
1080	ibis smart marble private limited	24AAECI5176J1ZE	ibis smart marble private limited	RKTI00778B
1081	icici bank limited	27AAACI1195H1ZM	icici bank limited	DELI03780A
1082	icon controls pvt ltd	07AAACI9300C1Z3	icon control pvt ltd	DELI05068A
1083	ideal cures pvt ltd	24AAACI1933M1ZN	ideal cures pvt ltd	MUMI02579D
1084	ideal curess pvt ltd	01AAACI1933M1ZV	ideal cures pvt ltd	MUMI02579D
1085	ideal curess pvt ltd	27AAACI1933M1ZH	ideal cures pvt ltd	MUMI02579D
1086	ifb industries limited	29AAACI6561R1ZT	ifb industries limited	BLRI09365G
1087	ifb industries limited	30AAACI6561R1ZA	ifb industries limited	BLRI09365G
1088	ifb industries ltd	19AAACI6561R1ZU	ifb industries ltd	CALI00026F
1089	ifb industries ltd	29AAACI6561R1ZT	ifb industries ltd	CALI00026F
1090	ifb industries ltd	29AAACI6561R4ZQ	ifb industries ltd	CALI00026F
1091	ifgl refractories limited	21AABCI7391C1ZX	ifgl refractories limited	CALI02532F
1092	ifgl refractories limited	37AABCI7391C1ZK	ifgl refractories limited	CALI02532F
1093	iljin automotive pvt ltd	06AAACI2641E1Z3	iljin automotive pvt ltd	CHEI02122B
1094	iljin automotive pvt ltd	33AAACI2641E1Z6	iljin automotive pvt ltd	CHEI02122B
1095	imcd india private limited	27AADCI6794B1ZG	imcd india private limited	MUMI11945D
1096	impelpro scm solutions private limited	29AACCI6136N1Z4	impelpro scm solutions private limited	PNEI06027A
1097	impelpro scm solutions private limited	32AACCI6136N1ZH	impelpro scm solutions private limited	PNEI06027A
1098	impelpro scm solutions private limited	36AACCI6136N1Z9	impelpro scm solutions private limited	PNEI06027A
1099	imperial auto industries limited	33AAACI0645J1ZV	imperial auto industries limited	BPLI01062F
1100	imperial auto industries ltd	05AAACI0645J1ZU	imperial auto industries ltd	RTKI00449B
1101	imperial auto industries ltd	06AAACI0645J1ZS	imperial auto industries ltd	RTKI00449B
1102	imperial auto industries ltd	09AAACI0645J1ZM	imperial auto industries ltd	RTKI00449B
1103	imperial auto industries ltd	20AAACI0645J1Z2	imperial auto industries ltd	RTKI00449B
1104	imperial auto industries ltd	23AAACI0645J1ZW	imperial auto industries ltd	RTKI00449B
1105	imperial auto industries ltd	27AAACI0645J1ZO	imperial auto industries ltd	RTKI00449B
1106	imperial auto industries ltd	06AAACI0645J1ZS	imperial auto industries ltd	RTKI00449B
1107	imperial auto industries ltd	24AAACI0645J1ZU	imperial auto industries ltd	RTKI00449B
1108	imperial fastners pvt ltd	06AAACI0832P1ZJ	imperial fastners pvt ltd	DELI04439B
1109	implexians eco solutions private limited	29AAECI4692P1ZP	implexians eco solutions private limited	BLRI07843D
1110	inblue manufacturing co	08AAGFI4212E1ZS	inblue manufacturing co	JPRI02370E
1111	incisee rotomatic llp	33AAHFI5355B1ZQ	incisee rotomatic llp	CHEI10379F
1112	indagro foods private limited	09AAACI6584Q1ZQ	indagro foods private limited	MUMI05275E
1113	indauto filters	29AAAFI6985Q1ZD	indauto filters	BLRI00202G
1114	india glycols limited	05AAACI7246P1Z7	india glycols limited	ALDI00409D
1115	india glycols limited	09AAACI7246P1ZZ	india glycols limited	ALDI00409D
1116	indian acrylics limited	03AAACI3794C1ZX	indian acrylics limited	PTLI10121G
1117	indiana machine tools	03AABFI7899E1Z8	indiana machine tools	PTLI10590G
1118	indian crafts	08AACFI6254Q1ZT	indian crafts	JDHI01550D
1119	indian gears	29AAAFI4006Q1Z5	indian gears	BLRI01575A
1120	indian oil corpration limited	03AAACI1681G1ZZ	indian oil corporation limited	DELI09652G
1121	indian products private limited	33AAACI6463L2ZE	indian products private limited	BLRI00362F
1122	indian technological products pvt ltd	06AAACI2427E1Z3	indian technological products pvt ltd	DELI04212F
1123	india pesticides limited	09AAACI3591D1ZO	india pesticides limited	LKNI00825G
1124	india pistons ltd	33AAACI1439E1Z4	india pistons ltd	CHEI00016C
1125	indica industries private limited	09AAACI0233Q1ZG	indica industries private limited	DELI04508A
1126	indicators manufacturing company	06AAAFI6446G1ZI	indicators manufacturing company	DELI02689B
1127	inditech packaging	27AAHFI3008H1ZL	inditech packaging	PNEI09785G
1128	indix	27AABFI9454K2ZX	indix	MUMI07205C
1129	indkus biotech india	02AACFI8156R1ZY	indkus biotech india	DELI09125E
1130	indkus nexa	06AAHFI3463N1Z1	indkus nexa	RTKI03354B
1131	indo amines limited	24AAACI1374A1Z9	indo amines limited	PNEI05103A
1132	indoco remdies limited	02AAACI0380C1ZF	indoco remedies limited	MUMI05235G
1133	indo euro footwear	03AAFFI1134A1ZC	indo euro footwear	JLDI01125F
1134	indo gulf industries limited	09AAACI0120L2ZV	indo gulf industries limited	DELI00198C
1135	indo national limited	06AAACI2291L1ZI	indo national limited	CHEI00180F
1136	indorama india private limited	02AAECI6388L1Z8	indorama india private limited	PTLI12216B
1137	indorama synthetics i ltd	27AAACI1530L1ZQ	indorama synthetic i ltd	NGPI00758C
1138	indore cnc pvt ltd	23AAACI9809G1ZN	indore cnc pvt ltd	BPLI00451D
1139	indorub industries	06AAAFI7357J1Z7	indo rub industries	RTKI00378A
1140	indovative products inc	27AAHFI7549B1ZB	indovative products inc	NGPI02128A
1141	ind swift limited	03AAACI6100L2ZZ	ind swift limited	PTLI10727D
1142	indus eximtech pvt ltd	27AABCI6719E1ZN	indus eximtech pvt ltd	MUMI07849C
1143	indus tower limited	02AADCB0274F1ZC	indus towers limited	RTKB07145F
1144	indus tower limited	09AADCB0274F1ZY	indus towers limited	RTKB07145F
1145	indus tower limited	20AADCB0274F1ZE	indus towers limited	RTKB07145F
1146	indus tower limited	27AADCB0274F3ZY	indus towers limited	RTKB07145F
1147	indus towers limited	03AADCB0274F2Z9	indus towers limited	RTKB07145F
1148	indus towers limited	06AADCB0274F1Z4	indus towers limited	RTKB07145F
1149	indus towers limited	18AADCB0274F1ZZ	indus towers limited	RTKB07145F
1150	indus towers limited	19AADCB0274F3ZV	indus towers limited	RTKB07145F
1151	indus towers limited	32AADCB0274F2Z8	indus towers limited	RTKB07145F
1152	indus towers limited	36AABCI7776B1ZJ	indus towers limited	RTKB07145F
1153	indus towers limited	36AADCB0274F2Z0	indus towers limited	RTKB07145F
1154	industrial minerals	27AAEFI8929C1ZA	industrial minerals	MUMI12155D
1155	industrial rubber products	33AAAFI0885K1ZD	industrial rubber products	CHEI00182A
1156	inesh radiators limited	05AAECI6125R1Z7	inesh radiators limited	DELI12630C
1157	infinity laboratories private limited	27AAHFI4338N1ZX	infinity laboratories private limited	PTLI10895D
1158	innomotion technologies	32AABFI0190C1Z5	innomotion technologies	CHNI00936F
1159	innova captab limited	02AABCH5082R2ZA	innova captab limited	PTLI10936C
1160	innovative tech pack ltd	02AAACI0144C1ZL	innovative tech pack ltd	DELI01351A
1161	innovative tech pack ltd	05AAACI0144C1ZF	innovative tech pack ltd	DELI01351A
1162	innovative tech pack ltd	18AAACI0144C1Z8	innovative tech pack ltd	DELI01351A
